cultivo;date;variables;valor
maiz;2021-04-27;ws;0.7997916666666667
maiz;2021-04-28;ws;0.8514583333333333
maiz;2021-04-29;ws;0.7855208333333333
maiz;2021-04-30;ws;0.8870833333333333
maiz;2021-05-01;ws;1.2536458333333333
maiz;2021-05-02;ws;0.8473958333333333
maiz;2021-05-03;ws;1.0007291666666667
maiz;2021-05-04;ws;0.880625
maiz;2021-05-05;ws;0.818125
maiz;2021-05-06;ws;0.7875
maiz;2021-05-07;ws;0.8647916666666666
maiz;2021-05-08;ws;0.725625
maiz;2021-05-09;ws;0.775
maiz;2021-05-10;ws;0.6792708333333334
maiz;2021-05-11;ws;0.8059375
maiz;2021-05-12;ws;0.8489583333333334
maiz;2021-05-13;ws;0.7423958333333334
maiz;2021-05-14;ws;0.7203125
maiz;2021-05-15;ws;0.7445833333333334
maiz;2021-05-16;ws;0.7591666666666667
maiz;2021-05-17;ws;0.6776041666666667
maiz;2021-05-18;ws;0.8501041666666667
maiz;2021-05-19;ws;1.3614583333333334
maiz;2021-05-20;ws;0.6209375
maiz;2021-05-21;ws;0.7759375000000001
maiz;2021-05-22;ws;0.8020833333333334
maiz;2021-05-23;ws;0.8164583333333333
maiz;2021-05-24;ws;0.7828125
maiz;2021-05-25;ws;0.7192708333333333
maiz;2021-05-26;ws;0.7077083333333334
maiz;2021-05-27;ws;0.9734375
maiz;2021-05-28;ws;0.7805208333333333
maiz;2021-05-29;ws;0.7720833333333333
maiz;2021-05-30;ws;0.8104166666666667
maiz;2021-05-31;ws;1.2034375
maiz;2021-06-01;ws;1.3716666666666666
maiz;2021-06-02;ws;0.6176041666666666
maiz;2021-06-03;ws;0.7498958333333333
maiz;2021-06-04;ws;0.6122916666666667
maiz;2021-06-05;ws;0.7245833333333334
maiz;2021-06-06;ws;0.6808333333333333
maiz;2021-06-07;ws;0.7680208333333334
maiz;2021-06-08;ws;0.9457291666666666
maiz;2021-06-09;ws;1.2110416666666666
maiz;2021-06-10;ws;0.9220833333333334
maiz;2021-06-11;ws;0.7958333333333334
maiz;2021-06-12;ws;0.7378125
maiz;2021-06-13;ws;0.7342708333333333
maiz;2021-06-14;ws;0.7033333333333334
maiz;2021-06-15;ws;0.9685416666666666
maiz;2021-06-16;ws;0.7686458333333334
maiz;2021-06-17;ws;0.7779166666666667
maiz;2021-06-18;ws;0.7766666666666666
maiz;2021-06-19;ws;0.7326041666666666
maiz;2021-06-20;ws;0.8008333333333333
maiz;2021-06-21;ws;1.2166666666666666
maiz;2021-06-22;ws;0.94
maiz;2021-06-23;ws;1.8979166666666667
maiz;2021-06-24;ws;1.5569791666666666
maiz;2021-06-25;ws;0.9932291666666667
maiz;2021-06-26;ws;0.8983333333333333
maiz;2021-06-27;ws;0.8839583333333333
maiz;2021-06-28;ws;0.7659375
maiz;2021-06-29;ws;0.7170833333333333
maiz;2021-06-30;ws;1.0244791666666666
maiz;2021-07-01;ws;0.7427083333333333
trigo;2020-11-03;ws;0.9035714285714286
trigo;2020-11-04;ws;0.9171875
trigo;2020-11-05;ws;1.0344791666666666
trigo;2020-11-06;ws;0.8129166666666666
trigo;2020-11-07;ws;0.9115625
trigo;2020-11-08;ws;0.8933333333333333
trigo;2020-11-09;ws;0.885625
trigo;2020-11-10;ws;0.7488541666666667
trigo;2020-11-11;ws;0.8702083333333334
trigo;2020-11-12;ws;0.8695833333333334
trigo;2020-11-13;ws;0.9254166666666667
trigo;2020-11-14;ws;0.9161458333333333
trigo;2020-11-15;ws;0.7580208333333334
trigo;2020-11-16;ws;0.7504166666666666
trigo;2020-11-17;ws;1.0389583333333334
trigo;2020-11-18;ws;0.9389583333333333
trigo;2020-11-19;ws;0.9902083333333334
trigo;2020-11-20;ws;0.8832291666666666
trigo;2020-11-21;ws;0.8051041666666666
trigo;2020-11-22;ws;0.785625
trigo;2020-11-23;ws;0.8852083333333334
trigo;2020-11-24;ws;0.856875
trigo;2020-11-25;ws;0.8395833333333333
trigo;2020-11-26;ws;0.9495833333333333
trigo;2020-11-27;ws;0.8876041666666666
trigo;2020-11-28;ws;0.8869791666666667
trigo;2020-11-29;ws;0.9540625
trigo;2020-11-30;ws;0.7990625
trigo;2020-12-01;ws;0.7847916666666667
trigo;2020-12-02;ws;0.8409375
trigo;2020-12-03;ws;0.9576041666666667
trigo;2020-12-04;ws;0.74625
trigo;2020-12-05;ws;0.7228125
trigo;2020-12-06;ws;0.7325
trigo;2020-12-07;ws;0.9832291666666667
trigo;2020-12-08;ws;0.9159375
trigo;2020-12-09;ws;0.8738541666666667
trigo;2020-12-10;ws;0.9009375
trigo;2020-12-11;ws;0.9501041666666666
trigo;2020-12-12;ws;0.635
trigo;2020-12-13;ws;0.7836458333333334
trigo;2020-12-14;ws;0.8730208333333334
trigo;2020-12-15;ws;0.8870833333333333
trigo;2020-12-16;ws;0.8391666666666666
trigo;2020-12-17;ws;0.7746875
trigo;2020-12-18;ws;1.345
trigo;2020-12-19;ws;0.8095833333333333
trigo;2020-12-20;ws;0.8136458333333333
trigo;2020-12-21;ws;0.77375
trigo;2020-12-22;ws;0.8692708333333333
trigo;2020-12-23;ws;0.8146875
trigo;2020-12-24;ws;0.8733333333333333
trigo;2020-12-25;ws;0.848125
trigo;2020-12-26;ws;0.7955208333333333
trigo;2020-12-27;ws;0.8869791666666667
trigo;2020-12-28;ws;0.8783333333333333
trigo;2020-12-29;ws;0.8994791666666667
trigo;2020-12-30;ws;0.9388541666666667
trigo;2020-12-31;ws;0.83125
trigo;2021-01-01;ws;0.8669791666666666
trigo;2021-01-02;ws;0.990625
trigo;2021-01-03;ws;0.9516666666666667
trigo;2021-01-04;ws;0.979375
trigo;2021-01-05;ws;1.0584375
trigo;2021-01-06;ws;0.8577083333333333
trigo;2021-01-07;ws;0.8814583333333333
trigo;2021-01-08;ws;0.860625
trigo;2021-01-09;ws;1.0165625
trigo;2021-01-10;ws;1.2126041666666667
trigo;2021-01-11;ws;1.10625
trigo;2021-01-12;ws;0.9284375
trigo;2021-01-13;ws;0.8455208333333334
trigo;2021-01-14;ws;0.8961458333333333
trigo;2021-01-15;ws;0.975625
trigo;2021-01-16;ws;0.96625
trigo;2021-01-17;ws;0.8367708333333334
trigo;2021-01-18;ws;0.8296875
trigo;2021-01-19;ws;0.8580208333333333
trigo;2021-01-20;ws;0.9390625
trigo;2021-01-21;ws;0.8629166666666667
trigo;2021-01-22;ws;0.92375
trigo;2021-01-23;ws;0.8001041666666666
trigo;2021-01-24;ws;0.8465625
trigo;2021-01-25;ws;0.9104166666666667
trigo;2021-01-26;ws;0.9951041666666667
trigo;2021-01-27;ws;1.0442708333333333
trigo;2021-01-28;ws;0.9072916666666667
trigo;2021-01-29;ws;1.3619791666666667
trigo;2021-01-30;ws;0.9909375
trigo;2021-01-31;ws;1.115625
trigo;2021-02-01;ws;1.17625
trigo;2021-02-02;ws;0.8773958333333334
trigo;2021-02-03;ws;0.9048958333333333
trigo;2021-02-04;ws;0.8554166666666667
trigo;2021-02-05;ws;0.991875
trigo;2021-02-06;ws;0.7230208333333333
trigo;2021-02-07;ws;0.9807291666666667
trigo;2021-02-08;ws;0.9333333333333333
trigo;2021-02-09;ws;0.9620833333333333
trigo;2021-02-10;ws;0.854375
trigo;2021-02-11;ws;0.9855208333333333
trigo;2021-02-12;ws;0.9148958333333334
trigo;2021-02-13;ws;0.8786458333333333
trigo;2021-02-14;ws;0.9161458333333333
trigo;2021-02-15;ws;1.03875
trigo;2021-02-16;ws;0.8821875
trigo;2021-02-17;ws;1.2159375
trigo;2021-02-18;ws;0.93375
trigo;2021-02-19;ws;1.1491666666666667
trigo;2021-02-20;ws;0.8652083333333334
trigo;2021-02-21;ws;0.8847916666666666
trigo;2021-02-22;ws;1.0014583333333333
trigo;2021-02-23;ws;0.9032291666666666
trigo;2021-02-24;ws;0.8271875
trigo;2021-02-25;ws;0.9221875
trigo;2021-02-26;ws;0.9189583333333333
trigo;2021-02-27;ws;0.8529166666666667
trigo;2021-02-28;ws;0.9460416666666667
trigo;2021-03-01;ws;1.004375
trigo;2021-03-02;ws;0.8065625
trigo;2021-03-03;ws;0.8030208333333333
trigo;2021-03-04;ws;0.8382291666666667
trigo;2021-03-05;ws;1.2602083333333334
trigo;2021-03-06;ws;0.9107291666666667
trigo;2021-03-07;ws;1.0260416666666667
trigo;2021-03-08;ws;0.8360416666666667
trigo;2021-03-09;ws;0.9141666666666667
trigo;2021-03-10;ws;1.0104166666666667
trigo;2021-03-11;ws;0.9932291666666666
trigo;2021-03-12;ws;0.7769791666666667
trigo;2021-03-13;ws;0.7973958333333333
trigo;2021-03-14;ws;0.8460416666666667
trigo;2021-03-15;ws;0.7839583333333333
trigo;2021-03-16;ws;0.698125
trigo;2021-03-17;ws;1.058125
trigo;2021-03-18;ws;0.9414583333333333
trigo;2021-03-19;ws;1.0229166666666667
trigo;2021-03-20;ws;0.8427083333333333
trigo;2021-03-21;ws;0.8664583333333333
trigo;2021-03-22;ws;0.8141666666666667
trigo;2021-03-23;ws;0.8021875
trigo;2021-03-24;ws;0.8435416666666666
trigo;2021-03-25;ws;0.8453125
trigo;2021-03-26;ws;1.095
trigo;2021-03-27;ws;0.9877083333333333
trigo;2021-03-28;ws;0.7572916666666667
trigo;2021-03-29;ws;0.844375
trigo;2021-03-30;ws;0.8298958333333333
trigo;2021-03-31;ws;0.8995833333333333
trigo;2021-04-01;ws;0.8180208333333333
trigo;2021-04-02;ws;0.8895833333333334
trigo;2021-04-03;ws;0.9098958333333333
trigo;2021-04-04;ws;1.1661
trigo;2021-04-05;ws;1.4067708333333333
trigo;2021-04-06;ws;0.7702083333333333
trigo;2021-04-07;ws;0.6586458333333334
trigo;2021-04-08;ws;0.9245833333333333
trigo;2021-04-09;ws;0.7710416666666666
trigo;2021-04-10;ws;0.8988541666666666
trigo;2021-04-11;ws;1.0090625
trigo;2021-04-12;ws;0.9420833333333334
trigo;2021-04-13;ws;0.8069791666666667
trigo;2021-04-14;ws;0.8444791666666667
trigo;2021-04-15;ws;0.8928125
trigo;2021-04-16;ws;0.933125
trigo;2021-04-17;ws;0.854375
trigo;2021-04-18;ws;0.9140625
trigo;2021-04-19;ws;0.9972916666666667
trigo;2021-04-20;ws;1.3422916666666667
trigo;2021-04-21;ws;1.09125
trigo;2021-04-22;ws;0.7829166666666667
trigo;2021-04-23;ws;0.8492708333333333
trigo;2021-04-24;ws;0.875625
trigo;2021-04-25;ws;0.7477083333333333
trigo;2021-04-26;ws;0.8577083333333333
trigo;2021-04-27;ws;0.8154166666666667
trigo;2021-04-28;ws;0.928125
trigo;2021-04-29;ws;0.795625
trigo;2021-04-30;ws;0.9220833333333334
trigo;2021-05-01;ws;1.1088541666666667
trigo;2021-05-02;ws;1.0766666666666667
trigo;2021-05-03;ws;1.1448958333333332
trigo;2021-05-04;ws;1.0503125
trigo;2021-05-05;ws;0.8
trigo;2021-05-06;ws;0.7673958333333334
trigo;2021-05-07;ws;0.87875
trigo;2021-05-08;ws;0.7027083333333334
trigo;2021-05-09;ws;0.8386458333333333
trigo;2021-05-10;ws;0.7585416666666667
trigo;2021-05-11;ws;0.8189583333333333
trigo;2021-05-12;ws;0.9767708333333334
trigo;2021-05-13;ws;0.78375
trigo;2021-05-14;ws;0.7285416666666666
trigo;2021-05-15;ws;0.7734375
trigo;2021-05-16;ws;0.8897916666666666
trigo;2021-05-17;ws;0.7433333333333333
trigo;2021-05-18;ws;1.0360416666666667
trigo;2021-05-19;ws;2.2369791666666665
trigo;2021-05-20;ws;0.7219791666666666
trigo;2021-05-21;ws;0.7979166666666667
trigo;2021-05-22;ws;0.9426041666666667
trigo;2021-05-23;ws;0.93375
trigo;2021-05-24;ws;0.9044791666666666
trigo;2021-05-25;ws;0.80625
trigo;2021-05-26;ws;0.8202083333333333
trigo;2021-05-27;ws;1.1205208333333334
trigo;2021-05-28;ws;0.7513541666666667
trigo;2021-05-29;ws;0.8221875
trigo;2021-05-30;ws;0.8782291666666666
trigo;2021-05-31;ws;0.9119791666666667
trigo;2021-06-01;ws;1.5590625
trigo;2021-06-02;ws;0.6584375
trigo;2021-06-03;ws;0.8154166666666667
trigo;2021-06-04;ws;0.6863541666666667
trigo;2021-06-05;ws;0.9823958333333334
trigo;2021-06-06;ws;0.7421875
trigo;2021-06-07;ws;0.7225
trigo;2021-06-08;ws;0.8857291666666667
trigo;2021-06-09;ws;1.1896875
trigo;2021-06-10;ws;0.9528125
trigo;2021-06-11;ws;0.8765625
trigo;2021-06-12;ws;0.8254166666666667
trigo;2021-06-13;ws;0.8322916666666667
trigo;2021-06-14;ws;0.8202083333333333
trigo;2021-06-15;ws;0.9695833333333334
trigo;2021-06-16;ws;0.7347916666666666
trigo;2021-06-17;ws;0.7985416666666667
trigo;2021-06-18;ws;0.7826041666666667
trigo;2021-06-19;ws;0.6827083333333334
trigo;2021-06-20;ws;0.8295833333333333
trigo;2021-06-21;ws;0.9816666666666667
trigo;2021-06-22;ws;1.20875
trigo;2021-06-23;ws;2.4848958333333333
trigo;2021-06-24;ws;1.7286458333333334
trigo;2021-06-25;ws;1.1586458333333334
trigo;2021-06-26;ws;0.94625
trigo;2021-06-27;ws;0.9483333333333334
trigo;2021-06-28;ws;0.82125
trigo;2021-06-29;ws;0.7210416666666667
trigo;2021-06-30;ws;1.0366666666666666
trigo;2021-07-01;ws;0.7132291666666667
maiz;2020-11-19;vp;1.20368
maiz;2020-11-20;vp;1.1175520833333334
maiz;2020-11-21;vp;1.0656666666666668
maiz;2020-11-22;vp;0.9613541666666666
maiz;2020-11-23;vp;1.0922291666666666
maiz;2020-11-24;vp;1.0483645833333333
maiz;2020-11-25;vp;1.0418958333333332
maiz;2020-11-26;vp;0.9263854166666666
maiz;2020-11-27;vp;1.0398229166666666
maiz;2020-11-28;vp;1.1033125
maiz;2020-11-29;vp;1.1408958333333334
maiz;2020-11-30;vp;1.1154479166666667
maiz;2020-12-01;vp;1.1831770833333333
maiz;2020-12-02;vp;1.1431354166666667
maiz;2020-12-03;vp;0.9790104166666667
maiz;2020-12-04;vp;1.11546875
maiz;2020-12-05;vp;1.2463854166666666
maiz;2020-12-06;vp;1.3155000000000001
maiz;2020-12-07;vp;1.2968125
maiz;2020-12-08;vp;1.17971875
maiz;2020-12-09;vp;1.164375
maiz;2020-12-10;vp;1.2172916666666667
maiz;2020-12-11;vp;0.9801145833333333
maiz;2020-12-12;vp;1.2266458333333334
maiz;2020-12-13;vp;1.2129895833333333
maiz;2020-12-14;vp;1.1030729166666666
maiz;2020-12-15;vp;1.1278958333333333
maiz;2020-12-16;vp;1.1433333333333333
maiz;2020-12-17;vp;1.2082604166666666
maiz;2020-12-18;vp;1.21140625
maiz;2020-12-19;vp;1.3022083333333334
maiz;2020-12-20;vp;1.1320416666666666
maiz;2020-12-21;vp;1.26240625
maiz;2020-12-22;vp;1.2911666666666666
maiz;2020-12-23;vp;1.2663958333333334
maiz;2020-12-24;vp;1.2239895833333334
maiz;2020-12-25;vp;1.2363958333333334
maiz;2020-12-26;vp;1.3802708333333333
maiz;2020-12-27;vp;1.4679375
maiz;2020-12-28;vp;1.4353645833333333
maiz;2020-12-29;vp;1.36378125
maiz;2020-12-30;vp;1.01946875
maiz;2020-12-31;vp;1.2803229166666668
maiz;2021-01-01;vp;1.5473854166666667
maiz;2021-01-02;vp;1.5720625
maiz;2021-01-03;vp;1.5449583333333332
maiz;2021-01-04;vp;1.3942083333333333
maiz;2021-01-05;vp;1.3596458333333334
maiz;2021-01-06;vp;1.2906041666666666
maiz;2021-01-07;vp;1.3376875
maiz;2021-01-08;vp;1.1642395833333334
maiz;2021-01-09;vp;1.0266979166666668
maiz;2021-01-10;vp;1.0722291666666666
maiz;2021-01-11;vp;1.1915
maiz;2021-01-12;vp;1.0298333333333334
maiz;2021-01-13;vp;1.0664479166666667
maiz;2021-01-14;vp;1.0978020833333333
maiz;2021-01-15;vp;1.1684895833333333
maiz;2021-01-16;vp;1.0634166666666667
maiz;2021-01-17;vp;1.1795104166666666
maiz;2021-01-18;vp;1.4647395833333334
maiz;2021-01-19;vp;1.80240625
maiz;2021-01-20;vp;1.8191666666666666
maiz;2021-01-21;vp;1.8348541666666667
maiz;2021-01-22;vp;1.8462291666666666
maiz;2021-01-23;vp;1.8912916666666666
maiz;2021-01-24;vp;1.7307708333333334
maiz;2021-01-25;vp;1.345625
maiz;2021-01-26;vp;1.1580208333333333
maiz;2021-01-27;vp;1.16565625
maiz;2021-01-28;vp;1.32678125
maiz;2021-01-29;vp;1.7383854166666666
maiz;2021-01-30;vp;1.7978229166666666
maiz;2021-01-31;vp;1.6663854166666667
maiz;2021-02-01;vp;1.3980416666666666
maiz;2021-02-02;vp;1.417625
maiz;2021-02-03;vp;1.6319791666666668
maiz;2021-02-04;vp;1.6703229166666667
maiz;2021-02-05;vp;1.71
maiz;2021-02-06;vp;1.6465729166666667
maiz;2021-02-07;vp;1.7749479166666666
maiz;2021-02-08;vp;1.7255208333333334
maiz;2021-02-09;vp;1.87165625
maiz;2021-02-10;vp;1.9778645833333333
maiz;2021-02-11;vp;1.8197916666666667
maiz;2021-02-12;vp;1.9168749999999999
maiz;2021-02-13;vp;1.7657708333333333
maiz;2021-02-14;vp;1.5970416666666667
maiz;2021-02-15;vp;1.5557708333333333
maiz;2021-02-16;vp;1.4775208333333334
maiz;2021-02-17;vp;1.459125
maiz;2021-02-18;vp;1.22275
maiz;2021-02-19;vp;1.4010625
maiz;2021-02-20;vp;1.3151041666666667
maiz;2021-02-21;vp;1.2080625
maiz;2021-02-22;vp;1.21934375
maiz;2021-02-23;vp;1.3126145833333334
maiz;2021-02-24;vp;1.560125
maiz;2021-02-25;vp;1.6957708333333332
maiz;2021-02-26;vp;1.6784583333333334
maiz;2021-02-27;vp;1.5778020833333333
maiz;2021-02-28;vp;1.425375
maiz;2021-03-01;vp;1.5298125
maiz;2021-03-02;vp;1.7879166666666666
maiz;2021-03-03;vp;1.81934375
maiz;2021-03-04;vp;1.71559375
maiz;2021-03-05;vp;1.7724375
maiz;2021-03-06;vp;1.6897604166666667
maiz;2021-03-07;vp;1.62309375
maiz;2021-03-08;vp;1.3047083333333334
maiz;2021-03-09;vp;1.3117083333333333
maiz;2021-03-10;vp;1.3283125
maiz;2021-03-11;vp;1.4291770833333333
maiz;2021-03-12;vp;1.3158645833333333
maiz;2021-03-13;vp;1.34603125
maiz;2021-03-14;vp;1.4223229166666667
maiz;2021-03-15;vp;1.46459375
maiz;2021-03-16;vp;1.5115416666666668
maiz;2021-03-17;vp;1.4319583333333334
maiz;2021-03-18;vp;1.269
maiz;2021-03-19;vp;1.17115625
maiz;2021-03-20;vp;1.1325833333333333
maiz;2021-03-21;vp;1.1296041666666667
maiz;2021-03-22;vp;1.2064166666666667
maiz;2021-03-23;vp;1.2179479166666667
maiz;2021-03-24;vp;1.1848541666666668
maiz;2021-03-25;vp;1.0893854166666666
maiz;2021-03-26;vp;0.98484375
maiz;2021-03-27;vp;0.9391666666666667
maiz;2021-03-28;vp;1.0548125
maiz;2021-03-29;vp;1.1814479166666667
maiz;2021-03-30;vp;1.1883958333333333
maiz;2021-03-31;vp;1.1349583333333333
maiz;2021-04-01;vp;1.1485625
maiz;2021-04-02;vp;1.0780208333333334
maiz;2021-04-03;vp;0.9906770833333334
maiz;2021-04-04;vp;1.09021
maiz;2021-04-05;vp;1.31940625
maiz;2021-04-06;vp;1.4321458333333332
maiz;2021-04-07;vp;1.3999583333333334
maiz;2021-04-08;vp;1.0337604166666667
maiz;2021-04-09;vp;1.0469895833333334
maiz;2021-04-10;vp;0.9087604166666666
maiz;2021-04-11;vp;0.9088125
maiz;2021-04-12;vp;1.1437916666666668
maiz;2021-04-13;vp;1.2398958333333334
maiz;2021-04-14;vp;1.2315833333333333
maiz;2021-04-15;vp;1.0416770833333333
maiz;2021-04-16;vp;1.12225
maiz;2021-04-17;vp;1.202625
maiz;2021-04-18;vp;1.3073541666666666
maiz;2021-04-19;vp;1.135125
maiz;2021-04-20;vp;1.2214375
maiz;2021-04-21;vp;1.3892291666666667
maiz;2021-04-22;vp;1.3233854166666668
maiz;2021-04-23;vp;1.27746875
maiz;2021-04-24;vp;1.0290208333333333
maiz;2021-04-25;vp;1.0057708333333333
maiz;2021-04-26;vp;1.03640625
maiz;2021-04-27;vp;1.0274583333333334
maiz;2021-04-28;vp;1.0015416666666668
maiz;2021-04-29;vp;1.0003333333333333
maiz;2021-04-30;vp;1.2751041666666667
maiz;2021-05-01;vp;1.2405
maiz;2021-05-02;vp;1.2066770833333333
maiz;2021-05-03;vp;1.1801145833333333
maiz;2021-05-04;vp;1.1297916666666667
maiz;2021-05-05;vp;1.0819479166666666
maiz;2021-05-06;vp;1.0404270833333333
maiz;2021-05-07;vp;1.13415625
maiz;2021-05-08;vp;1.2118125
maiz;2021-05-09;vp;0.9389791666666667
